count,artefact.cat,id,site,country,long,lat,chron,max.length,max.width,max.thick,weight,photo,source,publication.2,comment
,arrow,50/4148C,Hot Creek (California),,,,present,31.4,12.8,4.2,1.4,,,,
,arrow,50/4148B,Hot Creek (California),,,,present,38.0,12.7,4.7,1.9,,,,
,arrow,50/4148,Hot Creek (California),,,,present,29.5,12.1,3.0,0.9,,,,
,arrow,50/4107B,Metawhiya,,,,present,27.7,15.1,6.0,2.0,,,,
,arrow,50/4107E,Metawhiya,,,,present,19.8,13.3,3.8,0.8,,,,
,arrow,50/4109D,Yuma,,,,present,23.3,11.7,3.6,0.8,,,,
,arrow,50/4109E,Yuma,,,,present,25.6,11.0,3.8,0.9,,,,
,arrow,50/4109F,Yuma,,,,present,28.1,12.1,3.7,1.0,,,,
,arrow,50/4109B,Yuma,,,,present,26.2,12.9,4.2,1.2,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,32.7,18.5,4.2,2.1,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,27.1,14.6,5.3,1.7,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,31.0,19.2,5.4,2.6,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,30.0,17.6,3.2,1.4,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,35.0,16.8,5.6,2.7,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,33.9,17.1,4.5,2.1,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,36.3,16.9,6.1,3.1,,,,
,arrow,A4,Unlocalized North America,,,,present,40.1,21.0,3.0,2.0,,,,
,arrow,50.2/5213(H),California,,,,present,42.4,18.9,4.3,2.8,,,,
,arrow,16/1277,Thompson River,,,,present,45.8,17.5,4.3,2.8,,,,
,arrow,16/1278,Thompson River,,,,present,39.2,17.0,4.6,2.5,,,,
,arrow,50/284A,"Noko (Mooretown, California)",,,,present,48.6,18.8,3.5,2.6,,,,
,arrow,50.1/2625B,Nambe (New Mexico),,,,present,15.2,12.0,2.1,7.8,,,,
,arrow,50.1/2625C,Nambe (New Mexico),,,,present,13.4,9.4,1.7,5.1,,,,
,arrow,1/2708C,Nez Perce (Idaho),,,,present,34.4,18.2,3.5,11.2,,,,
,arrow,50.2/5215A,California,,,,present,25.3,15.9,4.9,11.8,,,,
,arrow,50.2/5215B,California,,,,present,31.8,14.6,4.3,11.5,,,,
,arrow,50.2/5215D,California,,,,present,31.5,15.0,4.8,1.9,,,,
,arrow,50.2/5215C,California,,,,present,30.9,15.5,3.4,1.3,,,,
,arrow,50.1/4875,Narez (Sonora),,,,present,23.2,14.2,4.1,1.1,,,,
,arrow,50/4148J,Hat Creek (California),,,,present,37.7,13.5,4.6,1.9,,,,
,arrow,50/4148E,Hat Creek (California),,,,present,29.0,11.2,3.5,0.9,,,,
,arrow,50/4148C,Hat Creek (California),,,,present,24.4,12.5,3.1,0.8,,,,
,arrow,50/4148H,Hat Creek (California),,,,present,28.2,13.7,3.7,1.2,,,,
,arrow,50/4148I,Hat Creek (California),,,,present,25.3,13.4,3.8,1.1,,,,
,arrow,50/4148D,Hat Creek (California),,,,present,44.2,13.2,6.1,2.9,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,29.0,16.9,3.9,1.6,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,45.0,17.6,3.2,2.1,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,30.7,16.8,3.3,1.4,,,,
,arrow,50/9163C,White Mt. Apache (Arizona),,,,present,32.7,16.6,5.4,2.4,,,,
,arrow,16/9062C,Unlocalized North America,,,,present,29.6,13.8,2.8,0.9,,,,
,arrow,50.1/3027,Taos (New Mexico),,,,present,18.4,15.2,2.9,0.7,,,,
,arrow,50.1/2857A,San Idlefonso (New Mexico),,,,present,19.2,10.7,4.4,0.7,,,,
,arrow,50.1/2857B,San Idlefonso (New Mexico),,,,present,32.5,17.7,5.0,2.4,,,,
,arrow,50.1/2857C,San Idlefonso (New Mexico),,,,present,26.5,13.6,3.2,0.9,,,,
,arrow,50.1/2857D,San Idlefonso (New Mexico),,,,present,20.7,12.2,2.4,0.5,,,,
,arrow,50.1/2857E,San Idlefonso (New Mexico),,,,present,23.7,16.4,3.7,1.2,,,,
,arrow,H-4569,"Pueblo Bonito, New Mexico",,,,present,22.3,10.8,2.7,0.5,,,,
,arrow,H-4582,"Pueblo Bonito, New Mexico",,,,present,23.2,11.1,2.8,0.6,,,,
,arrow,H-4575,"Pueblo Bonito, New Mexico",,,,present,31.3,11.8,2.7,0.8,,,,
,arrow,H-4576,"Pueblo Bonito, New Mexico",,,,present,21.3,9.7,2.7,0.5,,,,
,arrow,H-4584,"Pueblo Bonito, New Mexico",,,,present,21.0,11.3,2.3,0.4,,,,
,arrow,H-4595,"Pueblo Bonito, New Mexico",,,,present,22.5,12.3,2.8,0.6,,,,
,arrow,H-4585,"Pueblo Bonito, New Mexico",,,,present,24.9,10.2,2.4,0.5,,,,
,arrow,H-4583,"Pueblo Bonito, New Mexico",,,,present,24.3,13.0,2.9,0.7,,,,
,arrow,H-4581,"Pueblo Bonito, New Mexico",,,,present,27.3,12.6,2.7,0.7,,,,
,arrow,H-4577,"Pueblo Bonito, New Mexico",,,,present,24.8,11.5,3.4,0.8,,,,
,arrow,H-4591,"Pueblo Bonito, New Mexico",,,,present,25.1,10.4,2.7,0.6,,,,
,arrow,H-4572,"Pueblo Bonito, New Mexico",,,,present,30.8,11.2,2.8,0.8,,,,
,arrow,H-4586,"Pueblo Bonito, New Mexico",,,,present,27.7,10.8,3.0,0.7,,,,
,arrow,H-4571,"Pueblo Bonito, New Mexico",,,,present,29.2,11.7,3.2,0.9,,,,
,dart,A3048,"White Dog Cave, Arizona",,,,present,38.3,19.7,3.3,,,,,
,dart,A3117,"White Dog Cave, Arizona",,,,present,56.4,25.0,4.8,,,,,
,dart,A2814,"White Dog Cave, Arizona",,,,present,39.1,19.4,4.4,,,,,
,dart,A3048,"White Dog Cave, Arizona",,,,present,39.9,15.4,3.1,,,,,
,dart,96746,"Ceremonial Cave, Texas",,,,present,50.6,26.2,7.2,,,,,
,dart,96745,"Ceremonial Cave, Texas",,,,present,39.0,19.0,6.7,,,,,
,dart,A5582,"Broken Roof Cave, Arizona",,,,present,57.3,29.2,4.7,,,,,
,dart,A5528,"Broken Roof Cave, Arizona",,,,present,65.4,29.6,4.1,,,,,
,dart,97179,"Steamboat Cave, New Mexico",,,,present,42.4,25.0,4.2,,,,,
,dart,-,"Potter Creek Cave, California",,,,present,34.0,20.3,6.0,,,,,
,dart,349188,"White Dog Cave, Arizona",,,,present,41.1,17.4,3.4,,,,,
,dart,11/7254,"Allred Shelter, Missouri",,,,present,35.8,24.2,7.2,,,,,
,dart,D2429,"Kimberley, NW Australia",,,,present,81.7,20.1,6.4,,,,,
,dart,97179,"Steamboat Cave, New Mexico",,,,present,21.8,14.0,2.9,,,,,
,dart,97179,"Steamboat Cave, New Mexico",,,,present,39.5,20.5,4.3,,,,,
,dart,A4515-1/6,"Cave 2, San Juan County, Utah",,,,present,55.8,22.6,4.2,,,,,
,dart,A4515-1/7,"Cave 2, San Juan County, Utah",,,,present,70.4,20.0,4.2,,,,,
,dart,A4515-1/8,"Cave 2, San Juan County, Utah",,,,present,60.4,20.2,4.0,,,,,
,dart,A4515-1/9,"Cave 2, San Juan County, Utah",,,,present,54.1,20.3,4.9,,,,,
,dart,A4515-1/10,"Cave 2, San Juan County, Utah",,,,present,60.4,20.5,4.6,,,,,
,dart,A4515-1/11,"Cave 2, San Juan County, Utah",,,,present,60.7,24.9,4.5,,,,,
,dart,A4515.30-47,"Cave 2, San Juan County, Utah",,,,present,34.3,20.4,4.8,,,,,
,dart,A4515.30-48,"Cave 2, San Juan County, Utah",,,,present,26.5,23.7,5.2,,,,,
,dart,NA-7031,"Point Barrow, Alaska",,,,present,42.3,16.2,5.4,,,,,
,dart,SA-3758,"Nazca vicinity, Peru",,,,present,38.0,18.0,5.0,,,,,
,dart,P29-30.4G1,"Sand Dune Cave, Utah",,,,present,44.1,24.0,5.2,,,,,
,dart,P29-30.4G2,"Sand Dune Cave, Utah",,,,present,54.6,27.5,4.8,,,,,
,dart,P29-30.4G3,"Sand Dune Cave, Utah",,,,present,49.2,24.6,5.7,,,,,
,dart,P29-30.4G4,"Sand Dune Cave, Utah",,,,present,48.5,17.4,4.6,,,,,
,dart,P29-30.4G5,"Sand Dune Cave, Utah",,,,present,57.4,23.4,5.4,,,,,
,dart,P29-30.4G6,"Sand Dune Cave, Utah",,,,present,63.0,23.1,5.1,,,,,
,dart,66.56.3.3,"San Juan County, Utah",,,,present,57.2,27.4,4.0,,,,,
,dart,66.55.3.3,"San Juan County, Utah",,,,present,58.8,28.0,5.5,,,,,
,dart,66.56.5.1,"San Juan County, Utah",,,,present,60.4,30.0,5.8,,,,,
,dart,66.55.3.1,"San Juan County, Utah",,,,present,52.8,27.5,5.1,,,,,
,dart,66.56.3.1,"San Juan County, Utah",,,,present,85.3,32.0,5.8,,,,,
,dart,66.55.3.2,"San Juan County, Utah",,,,present,66.5,28.4,5.0,,,,,
,dart,66.56.5.2,"San Juan County, Utah",,,,present,67.1,29.7,5.5,,,,,
,dart,95.2.147.1,"San Juan County, Utah",,,,present,48.9,22.5,5.5,,,,,
,dart,95.2.115.1,"San Juan County, Utah",,,,present,61.3,24.6,6.0,,,,,
,hp,50_1,Oldeholtwolde,NL,6.01761,52.91062,boelling,70,12.5,,,,,,
,hp,50_2,Oldeholtwolde,NL,6.01761,52.91062,boelling,61,11.5,,,,,,
,hp,50_3,Oldeholtwolde,NL,6.01761,52.91062,boelling,56.5,15,,,,,,
,hp,50_4,Oldeholtwolde,NL,6.01761,52.91062,boelling,45.5,10,,,,,,
,hp,50_5,Oldeholtwolde,NL,6.01761,52.91062,boelling,52,10.1,,,,,,
,hp,50_6,Oldeholtwolde,NL,6.01761,52.91062,boelling,35,11,,,,,,
,hp,50_7,Oldeholtwolde,NL,6.01761,52.91062,boelling,70.5,11.9,,,,,,
,hp,50_8,Oldeholtwolde,NL,6.01761,52.91062,boelling,61.5,15,,,,,,
,hp,50_9,Oldeholtwolde,NL,6.01761,52.91062,boelling,41,12.5,,,,,,
,hp,50_10,Oldeholtwolde,NL,6.01761,52.91062,boelling,45.5,10.5,,,,,,
,hp,50_11,Oldeholtwolde,NL,6.01761,52.91062,boelling,43,11,,,,,,
,hp,50_12,Oldeholtwolde,NL,6.01761,52.91062,boelling,43,11,,,,,,
,scraper,57_1,Oldeholtwolde,NL,6.01761,52.91062,boelling,64,16,,,,,,
,scraper,57_2,Oldeholtwolde,NL,6.01761,52.91062,boelling,62,20,,,,,,
,scraper,57_3,Oldeholtwolde,NL,6.01761,52.91062,boelling,51,16.5,,,,,,
,scraper,57_4,Oldeholtwolde,NL,6.01761,52.91062,boelling,47.5,17,,,,,,
,scraper,57_5,Oldeholtwolde,NL,6.01761,52.91062,boelling,51,18.5,,,,,,
,scraper,57_6,Oldeholtwolde,NL,6.01761,52.91062,boelling,47,18,,,,,,
,scraper,57_7,Oldeholtwolde,NL,6.01761,52.91062,boelling,39.5,17,,,,,,
,scraper,57_8,Oldeholtwolde,NL,6.01761,52.91062,boelling,33,15.5,,,,,,
,scraper,57_9,Oldeholtwolde,NL,6.01761,52.91062,boelling,69,17,,,,,,
,scraper,57_10,Oldeholtwolde,NL,6.01761,52.91062,boelling,35.5,16,,,,,,
,scraper,57_11,Oldeholtwolde,NL,6.01761,52.91062,boelling,38,16.5,,,,,,
,scraper,57_12,Oldeholtwolde,NL,6.01761,52.91062,boelling,32,16,,,,,,
,scraper,57_13,Oldeholtwolde,NL,6.01761,52.91062,boelling,21,15.5,,,,,,
,scraper,57_14,Oldeholtwolde,NL,6.01761,52.91062,boelling,21.5,16.5,,,,,,
,scraper,57_15,Oldeholtwolde,NL,6.01761,52.91062,boelling,14,16,,,,,,
,scraper,57_16,Oldeholtwolde,NL,6.01761,52.91062,boelling,37.5,14,,,,,,
,scraper,57_17,Oldeholtwolde,NL,6.01761,52.91062,boelling,33,15.5,,,,,,
,scraper,57_18,Oldeholtwolde,NL,6.01761,52.91062,boelling,21,18,,,,,,
